id,Job_Role,Company,Location,Skills/Description
1015,Data Scientist,Wolters Kluwer,"Kalyani, Nagar, Pune","Computer science, Data analysis, Healthcare, Data analytics, Data mining, Macros, Analytics, SQL"
1016,Data Scientist,PeopleTechGroup,Hyderabad,"Python, Spark, RDBMS, Java, SQL No SQL, AWS big data, statistical analysis, modeling"
1017,Data Scientist,"Entytle, Iinc.",Pune,"IT Skills, Python, Software Development, Data Science, Machine Learning, Cloud, Product Management, Computer science"
1018,Data Scientist,SPAATech Solutions India Pvt Ltd,Kolkata,"IT Skills, Java, Python, Testing, Data Science, Machine Learning, Cloud, Automation"
1019,Data Scientist,Enest Technologies Pvt Ltd,Mohali,"IT Skills, Oracle, Tableau, Power BI, Automation, Web analytics, Business analysis, Data modeling"
1020,Data Scientist,Qubit AI,Hyderabad,"IT Skills, Java, Python, Testing, Data Science, Machine Learning, Computer science, SAN"
1021,Principal Data Scientist,Qubit AI,Hyderabad,"Python, IT Skills, SAN, French, Cook, Principal"
1022,AI Data Scientist,Seven Consultancy (HR Solution),Hyderabad/Secunderabad,"C++, SAS, Staffing, Analytical, Machine learning, Perl, Ruby, SQL"
1023,Data Scientist,Seven Consultancy (HR Solution),New Delhi,"data science, big data analytics, Workflow management, Consulting, Machine learning, Infrastructure, Programming, Data structures"
1024,Data Scientist,T & A Solutions,"Mohali, Chandigarh","Computer science, Statistical programming, Data analysis, Simulation, Predictive modeling, Data mining, Stock market, Forecasting"
1025,Data Scientist,Intrics Solutions Private Limited,Noida,"Data Anlalytics, machine learning, Deep Learning, nlp, Python, IT Skills, Data Science, Tableau"
1026,Data Scientist,AppZen,Pune,"IT Skills, Python, Machine Learning, Computer science, Computer vision, deep learning, Aerospace, Pharma"
1027,Data Scientist R C Python,Crosstab IT Consulting,Mumbai,"C++, Coding, Database design, Data structures, Business intelligence, Troubleshooting, Information technology, Analytics"
1028,Data Scientist,Sybrant Data,Chennai,"machine learning, Java, R programming, data mining, Hadoop, Perl, Python, IT Skills"
1029,Drug Discovery Data Scientist,Schrdinger,Hyderabad/Secunderabad,"sqlite, Python, MySQL, Unix, Maestro, Git, PostgreSQL, shell"
1030,Data Scientist,Amnex Infotechnologies,Ahmedabad,"data modelling, communication, R, Cuda, software architecture, data structures, analysis, SQL"
1031,Data Scientist,Synaptic,Gurgaon,"analytical, R, data mining, Python, Big Data, machine learning, Spark, Hadoop"
1032,Python Data Scientist,TeamPlus Staffing Solution Pvt Ltd,Mumbai,"GIT, TDD, Postgresql, Django, Scrum, MongoDB, Oracle, JIRA"
1033,Data Scientist,Diverse Lynx,Hyderabad,"Pandas, Natural Language Processing, AI OPS, Power BI, Python, data mining, Numpy, Machine Learning"
1034,Data Scientist,FogHorn,Pune,"IT Skills, Java, Python, Android Development, Cloud, AWS, Azure, HVAC"
1035,Data Scientist - Mortgage Finance,FinAcPlus,Hyderabad/Secunderabad,"Business process, Computer science, Back office, Data analytics, data visualization, Data mining, Powerpoint, Macros"
1036,Data Scientist,"SquadRun, Inc",New Delhi,"TensorFlow, machine learning, NumPy, Scikit, Pandas, Exploratory Data Analysis, SQL, Python"
1037,Requirement of Data Scientist - Mortgage Finance,FinAcPlus,Hyderabad,"Business process, Computer science, Back office, Data analytics, data visualization, Data mining, Powerpoint, Macros"
1038,Data Scientist,ZF India Private Limited,Coimbatore,"PowerShell, analytical, data analytics, Databricks, Power BI, communications, SQL, Science"
1039,Manager - Data Scientist,Aeries Technology Group,Mumbai,"IT Skills, Python, Data Science, Machine Learning, Oracle, Tableau, Power BI, RF"
1040,Manager Data Scientist,Innefu Labs,Delhi,"ML, NLP, python, DL, IT Skills"
1041,Data Scientist,Seven Consultancy,Hyderabad,"Training, Architecture, spark, Artificial Intelligence, Deployment, Data quality, Data Analyst, Supervision"
1042,Position Data Scientist,Positive Integers Pvt Ltd,Chennai,"assembly language, JavaScript, Real Time Operating Systems, .NET, HTML, Oracle, Python, SQL"
1043,Data Scientist,Peopltech Group,Hyderabad,"Python, data modeling, Spark, RDBMS, Java, AWS big data, statistical analysis, Hadoop"
1044,Data Scientist,kumaran systems pvt ltd,Chennai,"IT services, SAN, RDBMS, SMS, Data structures, Oracle, Data mining, SQL"
1045,Data Scientist,AlgoScale Technologies Private Limited,Noida,"IT Skills, Java, Python, Testing, Data Science, Machine Learning, Cloud, Computer science"
1046,Data Scientist -,Diverse Lynx,Hyderabad,"Machine learning, Python, data mining, data structures, predictive modeling, incident prediction model, statistical analysis, SQL"
1047,Data Scientist / Director / Vice President Data Science,Process Point Technologies India Private Limited,Hyderabad/Secunderabad,"data science, AZURE ML, Machine Learning, artificial intelligence, Python, AWS, Azure, AI"
1048,Data Scientist - CrossTab IT Consulting,Crosstab IT Consulting,Mumbai,"C++, Coding, Database design, Data structures, Business intelligence, Troubleshooting, Analytics, SQL"
1049,Data Scientist,Splice Global,Gurgaon,"HBase, Hive, R, Cassandra, Weka, MatLab, GGplot, SQL"
1050,Data scientist / Developer,Elton Consulting (INDIA) Private Limited,Coimbatore,"Big Data, Artificial Intelligence, Hbase, Matlab, MONGODB, MySQL, Hive, Hadoop"
1051,AI Data Scientist,Seven Consultancy (HR Solution),Mumbai,"Staffing, Artificial Intelligence, Consultancy, Analytics, Recruitment"
1052,Data Scientist,"ZL Technologies, Inc.",Hyderabad/Secunderabad,"IT Skills, Java, Python, Testing, Machine Learning, Javascript, Big Data, Logistic regression"
1053,Data Scientist,Aureus Analytics,Mumbai,"Logistic regression, data science, Neural networks, Machine learning, Actuarial, Mathematics, Customer experience, Forecasting"
1054,Data Scientist,Seven Consultancy,Hyderabad,"Computer science, advanced analytics, Data management, Renewable energy, data science, big data analytics, Analytical, Workflow"
1055,Principal Data Scientist,Infostretch solutions Pvt. Ltd.,Hyderabad/Secunderabad,"IT Skills, Python, Data Science, Cloud, Jenkins, AWS, Azure, Engineering services"
1056,Data Scientist,placementplanet,Ahmedabad,"Machine learning, Data collection, Programming, Data mining, Analytics"
1057,Data Scientist,AxmiYaN HR Solutions Private Limited,Gurgaon,"BPO, Computer science, Logistic regression, Factor analysis, data science, Neural networks, Machine learning, linear regression"
1058,VP - Data Scientist,Posterity Consulting,haryana,"Product management, Consumer research, Integrated marketing, Statistical analysis, Business Analyst, Analytical, Consulting, Product design"
1059,Data Scientist,Korgen Technologies (P) Limited,Chennai,"System architecture, Modification, advanced analytics, Data analysis, software, Data mining, SQL, analytics"
1060,A Data Scientists,CareerXperts Consulting,Pune,"Computer science, Data analysis, Operations research, SAS, Linux, Business analytics, Social media, Data mining"
1061,Data scientist,SMECLabs Trivandrum,Hyderabad/Secunderabad,"SAN, Head Business Development, SOC, Machine learning, SMS, Data collection, Vendor, Data mining"
1062,Data Scientist,Smiths,Pune,"Computer science, Solution architecture, C++, Aviation, Data modeling, Artificial Intelligence, Machine learning, Data structures"
1063,Data Scientist,GD Research Center Pvt Ltd,Hyderabad,"Data analysis, Team management, Data management, Project management, Consulting, Data collection, Project planning, Data mining"
1064,Data Scientist,Arraygen Technologies Pvt Ltd,Pune,"random forest, data mining, predictive modelling, linear logistic regression, trend analysis, analysis, quantitative analysis, clustering"
1065,Data Scientist,Symmetrical Global Search Pvt Ltd,Noida,"Statistical analysis, SAS, Database management, Data collection, HTML, WPS, Manager Quality Control, Data mining"
1066,Data Scientist,Prompt Softech,Ahmedabad,"communication, BI, RDBMS, Predictive Modeling, Hadoop, Tableau, Data Mining, analysis"
1067,Data Scientist,Optimum Solutions,Chennai,"hive, spark, SCALA, Hadoop, Application development, Data analytics, Teradata, SQL"
1068,Data Scientist Associate/Analyst/Consultant,ONPASSIVE Technologies Pvt. Ltd,Hyderabad/Secunderabad,"Python, Machine Learning, CNNs, AI, Learning, RNNs, LSTMs, IT Skills"
1069,Data Scientist - Manager / Sr Manager - Manufacturing,Munsar Services,Hyderabad/Secunderabad,"Big Data Analytics, Data Engineering, Data Science, Data Scientist, Python, Power Bi, Digital Transformation, Business Intelligence Tools"
1070,Senior Data Scientist - Machine Learning,Serving Skill,Kochi/Cochin,"IT Skills, Python, Data Science, Machine Learning, Cloud, Big Data, Azure, Data Scientist"
1071,Sr Data Scientist,Array Management Consultants,"Mumbai, Mumbai Suburban, Goregaon","Predictive Modeling, Logistic Regression, Data Mining, Tableau, Analytics, SQL, AZURE, Xgboost"
1072,Urgent Opening For Data Scientist- Manager/ Sr. Manager!,Peoplefy Infosolutions Pvt. Ltd.,Pune,"algorithms, python, Artificial Intelligence, Machine Learning, Cloud services, Microsoft Azure, GCP, AWS"
1073,Hiring For the role of Sr. Manager/Manager Data Scientist : Pune,Peoplefy Infosolutions Pvt. Ltd.,Pune,"algorithms, python, Artificial Intelligence, Machine Learning, Azure Data Factory, gcp, Natural Language Processing, anomaly detection"
1074,Senior Data Scientist,Bigshyft Hiring for Zupee,Gurgaon/Gurugram,"Data Science, Neural Networks, Machine Learning ML, Deep Learning, Python"
1075,Data Analyst/Scientist,itForte Staffing Services Private Ltd.,Gurgaon,"MS SQL, Algorithms, Consulting, Machine learning, Data collection, Tools, Data Analyst, Technology solutions"
1076,Data Scientist,Tiger Analytics India LLP,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR","Python, Data Science, R, Artificial Intelligence, Risk Analytics, Advanced Analytics, Statistical Modeling, Machine Learning"
1077,Data Scientist @ KONE PUNE,KONE,Pune,"R, pytorch, AWS, tensorflow, python, software development, spark, kafka"
1078,Data Scientist,Boston Consulting Group,Delhi,"Supply chain, Computer science, advanced analytics, Artificial Intelligence, Network analysis, Machine learning, Management consulting, Predictive modeling"
1079,Data Scientist I ( SE - 1 ),Yatra Online Private Ltd,New Delhi,"NoSQL, GCP, Django, Machine learning, Programming, System design, test driven development, Distribution system"
1080,Data Scientist - Hybrid Modeling & Process control,Pfizer,Chennai,"Computer science, Analytical, Pharma, Process control, Artificial Intelligence, Machine learning, Scheduling, Sensors"
1081,Data Scientist,Deutsche Bank,Jaipur,"Computer science, Automation, management, Analytical, Diversity and Inclusion, Agile, Management, Assistant Vice President"
1082,Data Scientist with Text Analytics and NLP,Concentrix,"Gurgaon/Gurugram, Delhi / NCR","NLP, text mining, Sentiment Analysis, text Minig, analytical, MS power Point, R, MS Office"
1083,Clinical Data Management Scientist,Accenture,Bangalore/Bengaluru,"IT Skills, Cloud, Database design, Pharmacy, Project initiation, Consulting, Clinical trials, Clinical research"
1084,Clinical Data Management Scientist,Accenture,Bangalore/Bengaluru,"EDC, Project initiation, Consulting, Clinical trials, Life sciences, Client relationship, Pharmacovigilance, Individual Contributor"
1085,Data Scientist,Deutsche Bank,Mumbai,"Automation, Diversity and Inclusion, German, Asset management, Investment management, Research, Training and Development, MS Office"
1086,Data Scientist - R/Python,Hexaconcepts,"Mumbai, Delhi / NCR","R/Python, SQL, TensorFlow, Graph DB, Selenium, Scikit, Learn, Machine Learning"
1087,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data Science, Data Scientist, Artificial Intelligence, Data Management, Machine Learning, Statistics, Analytics, Python"
1088,Data Scientist - Data Science Team - Insurance Domain,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data Science, Data Scientist, Artificial Intelligence, Data Management, Data Modeling, Data Analytics, Machine Learning, Statistics"
1089,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data Science, Data Scientist, Artificial Intelligence, Data Management, Machine Learning, Statistics, Analytics, Python"
1090,Data Scientist,Master Mind Consultancy,"Noida, Mumbai","Java, C++, Python, Statistical analysis, data science, Big Data, Data Visualization"
1091,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data Science, Data Scientist, Artificial Intelligence, Data Management, Machine Learning, Statistics, Analytics, Python"
1092,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data Science, Data analysis, Data Scientist, Artificial Intelligence, Machine Learning, Statistics, Python, SQL"
1093,Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"data analytics, Pandas, Python, Predictive Modeling, NLP, SAS, Data Scientist, Statistical Modeling"
1094,Data Scientist - Insurance - IIM/IIT/NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data Science, analytics, machine learning, Data Scientist, Artificial Intelligence, Data Management, Machine Learning, Statistics"
1095,Data Scientist - Python/ Spark/ Neural Networks,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Neural Networks, Spark, Python, IT Skills, Software Development, Data Science, Machine Learning, Tensorflow"
1096,Data Scientist - Process Excellence & Analytics,Huquo Consulting Pvt. Ltd,Noida,"Data Science, Predictive Modeling, Data Scientist, Process Excellence, Data Analytics, Statistics, Machine Learning, Analytics"
1097,Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data analysis, SAS, SQL, Scipy, problem solving, data engineering, Numpy, Develop"
1098,Data Scientist For leading FMCG organization,SKILLVENTORY,Mumbai,"python, cicd, Demand Forecasting, Machine Learning, Analytics, sql, Data Science, cloud"
1099,Data Scientist - Artificial Intelligence/ Machine Learning,Confidential,Hyderabad/Secunderabad,"LDA, HTML Canvas, LSA, MongoDB, Gephi, Pentaho, SQL Server, NoSQL"
